id_muni2020,year,name_muni2020,cl_code_gender,pop_total,pop_age20_39,pop_ageunknown
1517,2020,北海道 宗谷総合振興局 礼文町,2,1225,206,NA
1518,2020,北海道 宗谷総合振興局 利尻町,2,1010,139,NA
1519,2020,北海道 宗谷総合振興局 利尻富士町,2,1270,168,NA
1520,2020,北海道 宗谷総合振興局 幌延町,2,1081,189,NA
1543,2020,北海道 オホーツク総合振興局 美幌町,2,9634,1425,1
1544,2020,北海道 オホーツク総合振興局 津別町,2,2277,226,45
1545,2020,北海道 オホーツク総合振興局 斜里町,2,5746,979,2
1546,2020,北海道 オホーツク総合振興局 清里町,2,2001,249,43
1547,2020,北海道 オホーツク総合振興局 小清水町,2,2416,327,2
1549,2020,北海道 オホーツク総合振興局 訓子府町,2,2436,283,NA
1550,2020,北海道 オホーツク総合振興局 置戸町,2,1494,172,NA
1552,2020,北海道 オホーツク総合振興局 佐呂間町,2,2579,429,NA
1555,2020,北海道 オホーツク総合振興局 遠軽町,2,9904,1338,225
1559,2020,北海道 オホーツク総合振興局 湧別町,2,4323,612,NA
1560,2020,北海道 オホーツク総合振興局 滝上町,2,1244,161,NA
1561,2020,北海道 オホーツク総合振興局 興部町,2,1860,325,NA
1562,2020,北海道 オホーツク総合振興局 西興部村,2,533,92,NA
1563,2020,北海道 オホーツク総合振興局 雄武町,2,2200,421,NA
1564,2020,北海道 オホーツク総合振興局 大空町,2,3488,448,NA
1571,2020,北海道 胆振総合振興局 豊浦町,2,2040,274,3
1575,2020,北海道 胆振総合振興局 壮瞥町,2,1458,181,23
1578,2020,北海道 胆振総合振興局 白老町,2,8506,973,12
1581,2020,北海道 胆振総合振興局 厚真町,2,2183,321,4
1584,2020,北海道 胆振総合振興局 洞爺湖町,2,4533,565,7
1585,2020,北海道 胆振総合振興局 安平町,2,3708,517,NA
1586,2020,北海道 胆振総合振興局 むかわ町,2,3872,480,10
1601,2020,北海道 日高振興局 日高町,2,5567,768,NA
1602,2020,北海道 日高振興局 平取町,2,2381,306,2
1604,2020,北海道 日高振興局 新冠町,2,2706,408,4
1607,2020,北海道 日高振興局 浦河町,2,6099,973,NA
1608,2020,北海道 日高振興局 様似町,2,2120,261,NA
1609,2020,北海道 日高振興局 えりも町,2,2144,308,NA
1610,2020,北海道 日高振興局 新ひだか町,2,11044,1620,30
1631,2020,北海道 十勝総合振興局 音更町,2,22946,3831,48
1632,2020,北海道 十勝総合振興局 士幌町,2,2957,483,1
1633,2020,北海道 十勝総合振興局 上士幌町,2,2435,423,1
1634,2020,北海道 十勝総合振興局 鹿追町,2,2694,492,4
1635,2020,北海道 十勝総合振興局 新得町,2,2917,449,NA
1636,2020,北海道 十勝総合振興局 清水町,2,4616,673,107
1637,2020,北海道 十勝総合振興局 芽室町,2,9436,1485,11
1638,2020,北海道 十勝総合振興局 中札内村,2,2004,361,NA
1639,2020,北海道 十勝総合振興局 更別村,2,1561,255,NA
1641,2020,北海道 十勝総合振興局 大樹町,2,2706,471,NA
1642,2020,北海道 十勝総合振興局 広尾町,2,3291,412,2
1643,2020,北海道 十勝総合振興局 幕別町,2,13523,2064,14
1644,2020,北海道 十勝総合振興局 池田町,2,3327,410,NA
1645,2020,北海道 十勝総合振興局 豊頃町,2,1544,230,NA
1646,2020,北海道 十勝総合振興局 本別町,2,3390,383,1
1647,2020,北海道 十勝総合振興局 足寄町,2,3348,451,1
1648,2020,北海道 十勝総合振興局 陸別町,2,1126,175,NA
1649,2020,北海道 十勝総合振興局 浦幌町,2,2249,283,NA
1661,2020,北海道 釧路総合振興局 釧路町,2,10004,1826,52
1662,2020,北海道 釧路総合振興局 厚岸町,2,4719,791,NA
1663,2020,北海道 釧路総合振興局 浜中町,2,2781,494,1
1664,2020,北海道 釧路総合振興局 標茶町,2,3759,583,NA
1665,2020,北海道 釧路総合振興局 弟子屈町,2,3641,445,52
1667,2020,北海道 釧路総合振興局 鶴居村,2,1304,191,4
1668,2020,北海道 釧路総合振興局 白糠町,2,3875,518,NA
1691,2020,北海道 根室振興局 別海町,2,7094,1261,217
1692,2020,北海道 根室振興局 中標津町,2,11671,2162,20
1693,2020,北海道 根室振興局 標津町,2,2558,409,3
1694,2020,北海道 根室振興局 羅臼町,2,2376,370,NA
