id_muni2020,year,name_muni2020,cl_code_gender,pop_total,pop_age20_39,pop_ageunknown
1519,2020,北海道 宗谷総合振興局 利尻富士町,1,1188,190,NA
1520,2020,北海道 宗谷総合振興局 幌延町,1,1290,290,NA
1543,2020,北海道 オホーツク総合振興局 美幌町,1,9063,1711,12
1544,2020,北海道 オホーツク総合振興局 津別町,1,2096,328,45
1545,2020,北海道 オホーツク総合振興局 斜里町,1,5672,1178,19
1546,2020,北海道 オホーツク総合振興局 清里町,1,1882,297,35
1547,2020,北海道 オホーツク総合振興局 小清水町,1,2207,390,4
1549,2020,北海道 オホーツク総合振興局 訓子府町,1,2241,351,4
1550,2020,北海道 オホーツク総合振興局 置戸町,1,1281,202,NA
1552,2020,北海道 オホーツク総合振興局 佐呂間町,1,2296,393,1
1555,2020,北海道 オホーツク総合振興局 遠軽町,1,9337,1656,304
1559,2020,北海道 オホーツク総合振興局 湧別町,1,3947,676,NA
1560,2020,北海道 オホーツク総合振興局 滝上町,1,1177,199,NA
1561,2020,北海道 オホーツク総合振興局 興部町,1,1768,350,NA
1562,2020,北海道 オホーツク総合振興局 西興部村,1,520,124,NA
1563,2020,北海道 オホーツク総合振興局 雄武町,1,1999,408,NA
1564,2020,北海道 オホーツク総合振興局 大空町,1,3287,522,NA
